,type,# terminal,# cells,fm_ind,t_ind,k,time
1757,graph,6,200,0017,1,2,572.330207824707
1758,graph,6,200,0017,1,3,252.77291059494024
1759,graph,6,200,0017,1,4,263.4028356075287
1760,graph,6,200,0017,1,5,259.64882254600525
1761,graph,6,200,0017,1,6,211.12683963775635
1762,graph,6,200,0017,1,7,205.42477202415466
1763,graph,6,200,0017,1,8,182.5522563457489
1764,graph,6,200,0017,2,2,703.2002091407776
1765,graph,6,200,0017,2,3,253.91554737091064
1766,graph,6,200,0017,2,4,203.65135288238525
1767,graph,6,200,0017,2,5,222.6660237312317
1768,graph,6,200,0017,2,6,226.61757588386536
1769,graph,6,200,0017,2,7,252.57076382637024
1770,graph,6,200,0017,2,8,275.9834101200104
1771,graph,6,200,0017,3,2,546.285683631897
1772,graph,6,200,0017,3,3,293.41368198394775
1773,graph,6,200,0017,3,4,266.00740456581116
1774,graph,6,200,0017,3,5,277.7793388366699
1775,graph,6,200,0017,3,6,227.52666759490967
1776,graph,6,200,0017,3,7,226.81152296066284
1777,graph,6,200,0017,3,8,236.09737849235535
1778,graph,6,200,0017,4,2,679.695609331131
1779,graph,6,200,0017,4,3,328.88688135147095
1780,graph,6,200,0017,4,4,235.30236911773682
1781,graph,6,200,0017,4,5,185.68191075325012
1782,graph,6,200,0017,4,6,175.84294605255127
1783,graph,6,200,0017,4,7,168.6198410987854
1784,graph,6,200,0017,4,8,193.8580768108368
1785,graph,6,200,0018,0,2,689.7277834415436
1786,graph,6,200,0018,0,3,318.3081932067871
1787,graph,6,200,0018,0,4,301.37110137939453
1788,graph,6,200,0018,0,5,332.3062515258789
1789,graph,6,200,0018,0,6,283.2247807979584
1790,graph,6,200,0018,0,7,284.08739018440247
1791,graph,6,200,0018,0,8,278.1588444709778
1792,graph,6,200,0018,1,2,1063.702505350113
1793,graph,6,200,0018,1,3,348.085364818573
1794,graph,6,200,0018,1,4,313.8624885082245
1795,graph,6,200,0018,1,5,332.48450541496277
1796,graph,6,200,0018,1,6,178.76090669631958
1797,graph,6,200,0018,1,7,178.62328624725342
1798,graph,6,200,0018,1,8,179.14602375030518
1799,graph,6,200,0018,2,2,824.0405349731445
1800,graph,6,200,0018,2,3,330.42793822288513
1801,graph,6,200,0018,2,4,232.9744861125946
1802,graph,6,200,0018,2,5,208.9888563156128
1803,graph,6,200,0018,2,6,205.35952520370483
1804,graph,6,200,0018,2,7,207.81183242797852
1805,graph,6,200,0018,2,8,235.89023280143738
1806,graph,6,200,0018,3,2,647.9029042720795
1807,graph,6,200,0018,3,3,242.98572850227356
1808,graph,6,200,0018,3,4,203.1490662097931
1809,graph,6,200,0018,3,5,202.62551355361938
1810,graph,6,200,0018,3,6,183.14063787460327
1811,graph,6,200,0018,3,7,80.10565900802612
1812,graph,6,200,0018,3,8,80.14642238616943
1813,graph,6,200,0018,4,2,726.4354493618011
1814,graph,6,200,0018,4,3,371.54698181152344
1815,graph,6,200,0018,4,4,340.0749423503876
1816,graph,6,200,0018,4,5,365.8613660335541
1817,graph,6,200,0018,4,6,346.523579120636
1818,graph,6,200,0018,4,7,326.70259165763855
1819,graph,6,200,0018,4,8,438.75861835479736
1820,graph,6,200,0019,0,2,567.0025775432587
1821,graph,6,200,0019,0,3,238.82613492012024
1822,graph,6,200,0019,0,4,225.9717936515808
1823,graph,6,200,0019,0,5,224.781081199646
1824,graph,6,200,0019,0,6,247.00725984573364
1825,graph,6,200,0019,0,7,224.05361366271973
1826,graph,6,200,0019,0,8,209.50682282447815
1827,graph,6,200,0019,1,2,621.1289505958557
1828,graph,6,200,0019,1,3,259.2851872444153
1829,graph,6,200,0019,1,4,256.20256066322327
1830,graph,6,200,0019,1,5,229.10783123970032
1831,graph,6,200,0019,1,6,230.87071299552917
1832,graph,6,200,0019,1,7,193.8729236125946
1833,graph,6,200,0019,1,8,177.55219864845276
1834,graph,6,200,0019,2,2,661.8561372756958
1835,graph,6,200,0019,2,3,266.4241213798523
1836,graph,6,200,0019,2,4,224.76420068740845
1837,graph,6,200,0019,2,5,192.14474534988403
1838,graph,6,200,0019,2,6,165.6290054321289
1839,graph,6,200,0019,2,7,163.08767747879028
1840,graph,6,200,0019,2,8,169.39973211288452
1841,graph,6,200,0019,3,2,617.7675902843475
1842,graph,6,200,0019,3,3,304.1596574783325
1843,graph,6,200,0019,3,4,281.69157457351685
1844,graph,6,200,0019,3,5,233.23550128936768
1845,graph,6,200,0019,3,6,213.25729250907898
1846,graph,6,200,0019,3,7,204.48464632034302
1847,graph,6,200,0019,3,8,202.58570837974548
1848,graph,6,200,0019,4,2,689.6676814556122
1849,graph,6,200,0019,4,3,238.93567371368408
1850,graph,6,200,0019,4,4,215.62338089942932
1851,graph,6,200,0019,4,5,225.29400062561035
1852,graph,6,200,0019,4,6,209.88575100898743
1853,graph,6,200,0019,4,7,187.5704607963562
1854,graph,6,200,0019,4,8,196.8270618915558
1855,graph,6,200,0020,0,2,622.1234996318817
1856,graph,6,200,0020,0,3,372.0594000816345
1857,graph,6,200,0020,0,4,363.8983643054962
1858,graph,6,200,0020,0,5,249.64953804016113
1859,graph,6,200,0020,0,6,253.27099132537845
1860,graph,6,200,0020,0,7,228.4848074913025
1861,graph,6,200,0020,0,8,250.80706310272217
1862,graph,6,200,0020,1,2,629.312447309494
1863,graph,6,200,0020,1,3,423.84755754470825
1864,graph,6,200,0020,1,4,300.31435346603394
1865,graph,6,200,0020,1,5,310.8326106071472
1866,graph,6,200,0020,1,6,267.5981960296631
1867,graph,6,200,0020,1,7,269.1450197696686
1868,graph,6,200,0020,1,8,258.25887393951416
1869,graph,6,200,0020,2,2,597.1297690868378
1870,graph,6,200,0020,2,3,306.76164269447327
1871,graph,6,200,0020,2,4,309.8943316936493
1872,graph,6,200,0020,2,5,363.33359456062317
1873,graph,6,200,0020,2,6,267.36278915405273
1874,graph,6,200,0020,2,7,255.7075297832489
1875,graph,6,200,0020,2,8,248.93327808380127
1876,graph,6,200,0020,3,2,667.5318121910095
1877,graph,6,200,0020,3,3,388.7492470741272
1878,graph,6,200,0020,3,4,241.5718207359314
1879,graph,6,200,0020,3,5,261.2671446800232
1880,graph,6,200,0020,3,6,206.1069507598877
1881,graph,6,200,0020,3,7,209.73511910438538
1882,graph,6,200,0020,3,8,190.09449744224548
1883,graph,6,200,0020,4,2,621.5636286735535
1884,graph,6,200,0020,4,3,392.0593826770783
1885,graph,6,200,0020,4,4,266.5641784667969
1886,graph,6,200,0020,4,5,239.29157423973083
1887,graph,6,200,0020,4,6,224.95092344284058
1888,graph,6,200,0020,4,7,196.15455269813538
1889,graph,6,200,0020,4,8,80.27465534210205
1890,graph,6,200,0021,0,2,563.4509198665619
1891,graph,6,200,0021,0,3,226.33728885650635
1892,graph,6,200,0021,0,4,233.76016545295712
1893,graph,6,200,0021,0,5,229.94506216049194
1894,graph,6,200,0021,0,6,256.1537537574768
1895,graph,6,200,0021,0,7,253.3214783668518
1896,graph,6,200,0021,0,8,280.31919050216675
1897,graph,6,200,0021,1,2,624.4858956336975
1898,graph,6,200,0021,1,3,260.7351641654968
1899,graph,6,200,0021,1,4,237.0062358379364
1900,graph,6,200,0021,1,5,251.42875456809998
1901,graph,6,200,0021,1,6,247.63144183158875
1902,graph,6,200,0021,1,7,302.55264616012573
1903,graph,6,200,0021,1,8,277.23697686195374
1904,graph,6,200,0021,2,2,520.2848606109619
1905,graph,6,200,0021,2,3,207.8118131160736
1906,graph,6,200,0021,2,4,197.7752549648285
1907,graph,6,200,0021,2,5,228.11390471458435
1908,graph,6,200,0021,2,6,257.52674293518066
1909,graph,6,200,0021,2,7,266.37127470970154
1910,graph,6,200,0021,2,8,278.12128353118896
1911,graph,6,200,0021,3,2,707.6179327964783
1912,graph,6,200,0021,3,3,259.98389959335327
1913,graph,6,200,0021,3,4,201.991779088974
1914,graph,6,200,0021,3,5,194.28889203071594
1915,graph,6,200,0021,3,6,178.22657132148743
1916,graph,6,200,0021,3,7,179.12405109405518
1917,graph,6,200,0021,3,8,170.47260332107544
1918,graph,6,200,0021,4,2,543.7843475341797
1919,graph,6,200,0021,4,3,214.71081113815305
1920,graph,6,200,0021,4,4,229.7197093963623
1921,graph,6,200,0021,4,5,236.6700336933136
1922,graph,6,200,0021,4,6,239.1384961605072
1923,graph,6,200,0021,4,7,204.6934072971344
1924,graph,6,200,0021,4,8,73.3179407119751
1925,graph,6,200,0022,0,2,543.0046529769897
1926,graph,6,200,0022,0,3,196.29295682907104
1927,graph,6,200,0022,0,4,232.304279088974
1928,graph,6,200,0022,0,5,236.40806317329407
1929,graph,6,200,0022,0,6,205.46819257736206
1930,graph,6,200,0022,0,7,190.06871271133423
1931,graph,6,200,0022,0,8,184.90402054786682
1932,graph,6,200,0022,1,2,700.3444333076477
1933,graph,6,200,0022,1,3,231.5042850971222
1934,graph,6,200,0022,1,4,246.50155520439148
1935,graph,6,200,0022,1,5,207.11591625213623
1936,graph,6,200,0022,1,6,195.72857022285461
1937,graph,6,200,0022,1,7,180.17982029914856
1938,graph,6,200,0022,1,8,181.78282070159912
1939,graph,6,200,0022,2,2,559.0475704669952
1940,graph,6,200,0022,2,3,246.02022099494934
1941,graph,6,200,0022,2,4,239.91671466827393
1942,graph,6,200,0022,2,5,251.33022785186768
1943,graph,6,200,0022,2,6,299.89852142333984
1944,graph,6,200,0022,2,7,247.34347009658813
1945,graph,6,200,0022,2,8,236.96072721481326
1946,graph,6,200,0022,3,2,558.1939399242401
1947,graph,6,200,0022,3,3,220.45585083961487
1948,graph,6,200,0022,3,4,229.1716423034668
1949,graph,6,200,0022,3,5,238.77296996116638
1950,graph,6,200,0022,3,6,269.67359042167664
1951,graph,6,200,0022,3,7,279.18121361732483
1952,graph,6,200,0022,3,8,253.0798580646515
1953,graph,6,200,0022,4,2,676.4484307765961
1954,graph,6,200,0022,4,3,200.03566312789917
1955,graph,6,200,0022,4,4,201.13858222961423
1956,graph,6,200,0022,4,5,196.8474099636078
1957,graph,6,200,0022,4,6,196.7176661491394
1958,graph,6,200,0022,4,7,230.38773441314697
1959,graph,6,200,0022,4,8,278.9321172237396
1960,graph,6,200,0023,0,2,1054.9002397060394
1961,graph,6,200,0023,0,3,356.7317566871643
1962,graph,6,200,0023,0,4,320.06116676330566
1963,graph,6,200,0023,0,5,328.67088317871094
1964,graph,6,200,0023,0,6,343.8643593788147
1965,graph,6,200,0023,0,7,334.2213282585144
1966,graph,6,200,0023,0,8,189.11593770980835
1967,graph,6,200,0023,1,2,660.7909853458405
1968,graph,6,200,0023,1,3,270.60766768455505
1969,graph,6,200,0023,1,4,268.79261541366577
1970,graph,6,200,0023,1,5,239.95844912528992
1971,graph,6,200,0023,1,6,229.01815176010132
1972,graph,6,200,0023,1,7,213.41975212097168
1973,graph,6,200,0023,1,8,218.81540250778198
1974,graph,6,200,0023,2,2,833.5487349033356
1975,graph,6,200,0023,2,3,281.3022005558014
1976,graph,6,200,0023,2,4,300.5768699645996
1977,graph,6,200,0023,2,5,301.34706926345825
1978,graph,6,200,0023,2,6,309.10530519485474
1979,graph,6,200,0023,2,7,306.1739721298218
1980,graph,6,200,0023,2,8,312.77950406074524
1981,graph,6,200,0023,3,2,1027.8768241405487
1982,graph,6,200,0023,3,3,341.9957208633423
1983,graph,6,200,0023,3,4,305.45314168930054
1984,graph,6,200,0023,3,5,324.025936126709
1985,graph,6,200,0023,3,6,335.3021447658539
1986,graph,6,200,0023,3,7,339.88109278678894
1987,graph,6,200,0023,3,8,326.6670491695404
1988,graph,6,200,0023,4,2,935.6469421386719
1989,graph,6,200,0023,4,3,400.03040194511414
1990,graph,6,200,0023,4,4,383.22557759284973
1991,graph,6,200,0023,4,5,372.93927216529846
1992,graph,6,200,0023,4,6,377.5980591773987
1993,graph,6,200,0023,4,7,380.78627920150757
1994,graph,6,200,0023,4,8,370.7986595630646
1995,graph,6,200,0024,0,2,702.9209468364716
1996,graph,6,200,0024,0,3,256.0843961238861
1997,graph,6,200,0024,0,4,227.87881588935852
1998,graph,6,200,0024,0,5,209.8356101512909
1999,graph,6,200,0024,0,6,198.55955934524536
2000,graph,6,200,0024,0,7,95.6376965045929
2001,graph,6,200,0024,0,8,96.21763181686401
2002,graph,6,200,0024,1,2,780.7158226966858
2003,graph,6,200,0024,1,3,234.40126037597656
2004,graph,6,200,0024,1,4,227.240847826004
2005,graph,6,200,0024,1,5,214.90284276008606
2006,graph,6,200,0024,1,6,227.07998824119568
2007,graph,6,200,0024,1,7,267.292507648468
2008,graph,6,200,0024,1,8,248.0675332546234
2009,graph,6,200,0024,2,2,730.0571134090424
2010,graph,6,200,0024,2,3,234.31201124191284
2011,graph,6,200,0024,2,4,223.00181698799133
2012,graph,6,200,0024,2,5,238.4299750328064
2013,graph,6,200,0024,2,6,248.2675657272339
2014,graph,6,200,0024,2,7,270.40837144851685
2015,graph,6,200,0024,2,8,267.11109805107117
2016,graph,6,200,0024,3,2,659.4867644309998
2017,graph,6,200,0024,3,3,240.22581386566162
2018,graph,6,200,0024,3,4,271.59907746315
2019,graph,6,200,0024,3,5,228.96793818473816
2020,graph,6,200,0024,3,6,230.1366205215454
2021,graph,6,200,0024,3,7,370.9796643257141
2022,graph,6,200,0024,3,8,257.6991081237793
2023,graph,6,200,0024,4,2,610.3940992355347
2024,graph,6,200,0024,4,3,205.71023893356323
2025,graph,6,200,0024,4,4,226.86410760879517
2026,graph,6,200,0024,4,5,226.66540479660037
2027,graph,6,200,0024,4,6,244.42209839820862
2028,graph,6,200,0024,4,7,273.79757285118103
2029,graph,6,200,0024,4,8,271.98187041282654
2030,graph,6,200,0025,0,2,560.0250647068024
2031,graph,6,200,0025,0,3,230.2026491165161
2032,graph,6,200,0025,0,4,238.99492931365967
2033,graph,6,200,0025,0,5,257.91559767723083
2034,graph,6,200,0025,0,6,245.63154125213623
2035,graph,6,200,0025,0,7,276.76168847084045
2036,graph,6,200,0025,0,8,228.82333326339722
2037,graph,6,200,0025,1,2,1091.9623250961304
2038,graph,6,200,0025,1,3,358.979905128479
2039,graph,6,200,0025,1,4,321.2342839241027
2040,graph,6,200,0025,1,5,347.36015582084656
2041,graph,6,200,0025,1,6,349.1570200920105
2042,graph,6,200,0025,1,7,354.709401845932
2043,graph,6,200,0025,1,8,339.9191927909851
2044,graph,6,200,0025,2,2,763.7720322608948
2045,graph,6,200,0025,2,3,297.0639708042145
2046,graph,6,200,0025,2,4,311.9498715400696
2047,graph,6,200,0025,2,5,320.3055205345154
2048,graph,6,200,0025,2,6,282.29455161094666
2049,graph,6,200,0025,2,7,310.71797466278076
2050,graph,6,200,0025,2,8,305.0979254245758
2051,graph,6,200,0025,3,2,857.4574103355408
2052,graph,6,200,0025,3,3,317.7608561515808
2053,graph,6,200,0025,3,4,312.09868025779724
2054,graph,6,200,0025,3,5,412.08317708969116
2055,graph,6,200,0025,3,6,385.4342668056488
2056,graph,6,200,0025,3,7,335.971786737442
2057,graph,6,200,0025,3,8,316.99910950660706
2058,graph,6,200,0025,4,2,877.8929152488708
2059,graph,6,200,0025,4,3,298.07090997695923
2060,graph,6,200,0025,4,4,305.4106352329254
2061,graph,6,200,0025,4,5,317.5346131324768
2062,graph,6,200,0025,4,6,344.9790108203888
2063,graph,6,200,0025,4,7,354.73768758773804
2064,graph,6,200,0025,4,8,292.3556115627289
2065,graph,6,200,0026,0,2,543.9744522571564
2066,graph,6,200,0026,0,3,245.12315940856934
2067,graph,6,200,0026,0,4,274.03477716445923
2068,graph,6,200,0026,0,5,251.0695924758911
2069,graph,6,200,0026,0,6,273.7503645420074
2070,graph,6,200,0026,0,7,224.94625306129456
2071,graph,6,200,0026,0,8,248.33556294441223
2072,graph,6,200,0026,1,2,517.6787195205688
2073,graph,6,200,0026,1,3,232.05352902412415
2074,graph,6,200,0026,1,4,205.86932587623596
2075,graph,6,200,0026,1,5,224.77191972732544
2076,graph,6,200,0026,1,6,213.21319150924683
2077,graph,6,200,0026,1,7,222.38274097442627
2078,graph,6,200,0026,1,8,220.77361226081848
2079,graph,6,200,0026,2,2,664.9245698451996
2080,graph,6,200,0026,2,3,322.14947414398193
2081,graph,6,200,0026,2,4,260.9275896549225
2082,graph,6,200,0026,2,5,227.29117465019226
2083,graph,6,200,0026,2,6,225.6438910961151
2084,graph,6,200,0026,2,7,211.47347474098206
2085,graph,6,200,0026,2,8,190.6534435749054
2086,graph,6,200,0026,3,2,724.7160358428955
2087,graph,6,200,0026,3,3,279.5172049999237
2088,graph,6,200,0026,3,4,274.7488510608673
2089,graph,6,200,0026,3,5,257.23314929008484
2090,graph,6,200,0026,3,6,155.4567358493805
2091,graph,6,200,0026,3,7,155.4203643798828
2092,graph,6,200,0026,3,8,155.69793319702148
2093,graph,6,200,0026,4,2,558.5287120342255
2094,graph,6,200,0026,4,3,251.641587972641
2095,graph,6,200,0026,4,4,271.69241666793823
2096,graph,6,200,0026,4,5,240.48274874687195
2097,graph,6,200,0026,4,6,272.1595530509949
2098,graph,6,200,0026,4,7,259.68746638298035
2099,graph,6,200,0026,4,8,234.05838656425476
2100,graph,10,50,0002,0,6,22.94887065887451
2101,graph,10,50,0002,0,7,16.70391297340393
2102,graph,10,50,0002,0,8,17.194916486740112
2103,graph,10,50,0002,0,9,15.775933980941772
2104,graph,10,50,0002,0,10,14.247398376464844
2105,graph,10,50,0002,0,11,16.759096145629883
2106,graph,10,50,0002,0,12,14.847809553146362
2107,graph,10,50,0002,1,6,12.873068809509277
2108,graph,10,50,0002,1,7,11.362780570983887
2109,graph,10,50,0002,1,8,12.300391674041748
2110,graph,10,50,0002,1,9,13.089816331863403
2111,graph,10,50,0002,1,10,9.933166027069092
2112,graph,10,50,0002,1,11,9.465032815933228
2113,graph,10,50,0002,1,12,10.224531412124634
2114,graph,10,50,0002,2,6,4.315651178359985
2115,graph,10,50,0002,2,7,4.705751180648804
2116,graph,10,50,0002,2,8,4.175145149230957
2117,graph,10,50,0002,2,9,4.203616380691528
2118,graph,10,50,0002,2,10,4.128933906555176
2119,graph,10,50,0002,2,11,4.611120223999023
2120,graph,10,50,0002,2,12,3.018002986907959
2121,graph,10,50,0002,3,6,28.946102857589725
2122,graph,10,50,0002,3,7,32.97676348686218
2123,graph,10,50,0002,3,8,36.93723511695862
2124,graph,10,50,0002,3,9,35.678250551223755
2125,graph,10,50,0002,3,10,25.63406729698181
2126,graph,10,50,0002,3,11,25.45855212211609
2127,graph,10,50,0002,3,12,35.71626925468445
2128,graph,10,50,0002,4,6,16.04703640937805
2129,graph,10,50,0002,4,7,17.967395067214966
2130,graph,10,50,0002,4,8,16.36429452896118
2131,graph,10,50,0002,4,9,16.016438007354736
2132,graph,10,50,0002,4,10,14.435420751571655
2133,graph,10,50,0002,4,11,13.657503843307495
2134,graph,10,50,0002,4,12,14.855273962020874
2135,graph,10,50,0003,0,6,7.333772897720337
2136,graph,10,50,0003,0,7,7.465544939041138
2137,graph,10,50,0003,0,8,6.409319877624512
2138,graph,10,50,0003,0,9,8.368999719619751
2139,graph,10,50,0003,0,10,7.678523063659667
2140,graph,10,50,0003,0,11,9.696126461029053
2141,graph,10,50,0003,0,12,7.142009258270264
2142,graph,10,50,0003,1,6,16.222437143325806
2143,graph,10,50,0003,1,7,15.338845491409302
2144,graph,10,50,0003,1,8,16.378320455551147
2145,graph,10,50,0003,1,9,16.671887159347534
2146,graph,10,50,0003,1,10,16.833346843719482
2147,graph,10,50,0003,1,11,17.16764521598816
2148,graph,10,50,0003,1,12,18.89974093437195
2149,graph,10,50,0003,2,6,8.270975351333618
2150,graph,10,50,0003,2,7,9.55528450012207
2151,graph,10,50,0003,2,8,8.210647344589233
2152,graph,10,50,0003,2,9,12.31491994857788
2153,graph,10,50,0003,2,10,8.058935403823853
2154,graph,10,50,0003,2,11,8.689404726028442
2155,graph,10,50,0003,2,12,7.731612682342529
2156,graph,10,50,0003,3,6,21.696613788604736
2157,graph,10,50,0003,3,7,16.370864391326904
2158,graph,10,50,0003,3,8,17.661367416381836
2159,graph,10,50,0003,3,9,17.465243816375732
2160,graph,10,50,0003,3,10,18.95182991027832
2161,graph,10,50,0003,3,11,18.558789014816284
2162,graph,10,50,0003,3,12,17.289777994155884
2163,graph,10,50,0003,4,6,13.44814157485962
2164,graph,10,50,0003,4,7,13.41940689086914
2165,graph,10,50,0003,4,8,12.027350425720215
2166,graph,10,50,0003,4,9,13.000208377838135
2167,graph,10,50,0003,4,10,13.468563079833984
2168,graph,10,50,0003,4,11,10.666882038116455
2169,graph,10,50,0003,4,12,11.81147313117981
2170,graph,10,50,0004,0,6,4.348043441772461
2171,graph,10,50,0004,0,7,4.691557884216309
2172,graph,10,50,0004,0,8,4.794274091720581
2173,graph,10,50,0004,0,9,4.102147340774536
2174,graph,10,50,0004,0,10,4.716230154037476
2175,graph,10,50,0004,0,11,4.647491455078125
2176,graph,10,50,0004,0,12,3.654857635498047
2177,graph,10,50,0004,1,6,8.602041959762573
2178,graph,10,50,0004,1,7,7.543477296829224
2179,graph,10,50,0004,1,8,8.952720880508423
2180,graph,10,50,0004,1,9,8.51044511795044
2181,graph,10,50,0004,1,10,9.461772680282593
2182,graph,10,50,0004,1,11,7.126239538192749
2183,graph,10,50,0004,1,12,7.14352560043335
2184,graph,10,50,0004,2,6,18.635456085205078
2185,graph,10,50,0004,2,7,17.13222074508667
2186,graph,10,50,0004,2,8,15.996371984481812
2187,graph,10,50,0004,2,9,14.801260471343994
2188,graph,10,50,0004,2,10,17.006340503692627
2189,graph,10,50,0004,2,11,17.17711305618286
2190,graph,10,50,0004,2,12,19.794769525527954
2191,graph,10,50,0004,3,6,5.874740123748779
2192,graph,10,50,0004,3,7,5.551483392715454
2193,graph,10,50,0004,3,8,5.320742607116699
2194,graph,10,50,0004,3,9,5.441186428070068
2195,graph,10,50,0004,3,10,5.577330589294434
2196,graph,10,50,0004,3,11,5.169794321060181
2197,graph,10,50,0004,3,12,5.314996242523193
2198,graph,10,50,0004,4,6,21.49038600921631
2199,graph,10,50,0004,4,7,18.208595037460327
2200,graph,10,50,0004,4,8,19.620495080947876
2201,graph,10,50,0004,4,9,19.87287449836731
2202,graph,10,50,0004,4,10,18.724584579467773
2203,graph,10,50,0004,4,11,19.87190556526184
2204,graph,10,50,0004,4,12,20.743032693862915
2205,graph,10,50,0005,0,6,13.780503034591675
2206,graph,10,50,0005,0,7,11.49936556816101
2207,graph,10,50,0005,0,8,13.49857783317566
2208,graph,10,50,0005,0,9,11.490221500396729
2209,graph,10,50,0005,0,10,12.259547472000122
2210,graph,10,50,0005,0,11,11.739010572433472
2211,graph,10,50,0005,0,12,11.50354790687561
2212,graph,10,50,0005,1,6,9.345110654830933
2213,graph,10,50,0005,1,7,8.873589992523193
2214,graph,10,50,0005,1,8,9.09026026725769
2215,graph,10,50,0005,1,9,8.965628147125244
2216,graph,10,50,0005,1,10,8.567707538604736
2217,graph,10,50,0005,1,11,10.102931261062622
2218,graph,10,50,0005,1,12,10.228018283843994
2219,graph,10,50,0005,2,6,21.469895362854004
2220,graph,10,50,0005,2,7,17.477017402648926
2221,graph,10,50,0005,2,8,16.304867267608643
2222,graph,10,50,0005,2,9,16.218578815460205
2223,graph,10,50,0005,2,10,16.062561750411987
2224,graph,10,50,0005,2,11,16.309471368789673
2225,graph,10,50,0005,2,12,16.074426889419556
2226,graph,10,50,0005,3,6,37.52202486991882
2227,graph,10,50,0005,3,7,34.233975410461426
2228,graph,10,50,0005,3,8,33.92790484428406
2229,graph,10,50,0005,3,9,43.27066421508789
2230,graph,10,50,0005,3,10,41.395962715148926
2231,graph,10,50,0005,3,11,30.6324429512024
2232,graph,10,50,0005,3,12,28.556096553802494
2233,graph,10,50,0005,4,6,7.994842529296875
2234,graph,10,50,0005,4,7,7.517812013626099
2235,graph,10,50,0005,4,8,6.933455944061279
2236,graph,10,50,0005,4,9,7.704338550567627
2237,graph,10,50,0005,4,10,7.292862415313721
2238,graph,10,50,0005,4,11,7.306889295578003
2239,graph,10,50,0005,4,12,8.533442974090576
2240,graph,10,50,0006,0,6,16.09318709373474
2241,graph,10,50,0006,0,7,14.275884628295898
2242,graph,10,50,0006,0,8,16.71335482597351
2243,graph,10,50,0006,0,9,16.276127815246582
2244,graph,10,50,0006,0,10,17.107768535614014
2245,graph,10,50,0006,0,11,16.625587701797485
2246,graph,10,50,0006,0,12,15.159657001495361
2247,graph,10,50,0006,1,6,10.721081018447876
2248,graph,10,50,0006,1,7,7.632371187210083
2249,graph,10,50,0006,1,8,7.5259809494018555
2250,graph,10,50,0006,1,9,8.484645366668701
2251,graph,10,50,0006,1,10,9.046512842178345
2252,graph,10,50,0006,1,11,8.998935461044312
2253,graph,10,50,0006,1,12,8.016467571258545
2254,graph,10,50,0006,2,6,11.611889123916626
2255,graph,10,50,0006,2,7,12.476663589477539
2256,graph,10,50,0006,2,8,13.362972974777222
2257,graph,10,50,0006,2,9,10.313926219940186
2258,graph,10,50,0006,2,10,11.359007596969604
2259,graph,10,50,0006,2,11,13.112396240234375
2260,graph,10,50,0006,2,12,10.866590738296509
2261,graph,10,50,0006,3,6,14.110349893569946
2262,graph,10,50,0006,3,7,14.924235820770264
2263,graph,10,50,0006,3,8,13.57089614868164
2264,graph,10,50,0006,3,9,16.046627521514893
2265,graph,10,50,0006,3,10,12.634520769119263
2266,graph,10,50,0006,3,11,13.045528650283813
2267,graph,10,50,0006,3,12,18.009658336639404
2268,graph,10,50,0006,4,6,19.86472511291504
2269,graph,10,50,0006,4,7,20.31078290939331
2270,graph,10,50,0006,4,8,18.101648569107056
2271,graph,10,50,0006,4,9,16.979212999343872
2272,graph,10,50,0006,4,10,16.22099781036377
2273,graph,10,50,0006,4,11,18.089703798294067
2274,graph,10,50,0006,4,12,15.15185832977295
2275,graph,10,50,0007,0,6,21.349040746688843
2276,graph,10,50,0007,0,7,15.471803665161133
2277,graph,10,50,0007,0,8,15.319386005401611
2278,graph,10,50,0007,0,9,24.512843132019043
2279,graph,10,50,0007,0,10,20.929813623428345
2280,graph,10,50,0007,0,11,17.489180326461792
2281,graph,10,50,0007,0,12,18.991402864456177
2282,graph,10,50,0007,1,6,46.42003393173218
2283,graph,10,50,0007,1,7,34.305604219436646
2284,graph,10,50,0007,1,8,28.502129793167114
2285,graph,10,50,0007,1,9,32.942081451416016
2286,graph,10,50,0007,1,10,32.32109975814819
2287,graph,10,50,0007,1,11,29.15228009223938
2288,graph,10,50,0007,1,12,31.751177310943604
2289,graph,10,50,0007,2,6,22.338095903396606
2290,graph,10,50,0007,2,7,20.7994544506073
2291,graph,10,50,0007,2,8,20.12363600730896
2292,graph,10,50,0007,2,9,19.539079189300537
2293,graph,10,50,0007,2,10,19.3883535861969
2294,graph,10,50,0007,2,11,19.769286632537842
2295,graph,10,50,0007,2,12,20.650888681411743
2296,graph,10,50,0007,3,6,44.83778643608093
2297,graph,10,50,0007,3,7,35.92484426498413
2298,graph,10,50,0007,3,8,40.918053150177
2299,graph,10,50,0007,3,9,32.91680955886841
2300,graph,10,50,0007,3,10,36.23169231414795
2301,graph,10,50,0007,3,11,31.583971738815308
2302,graph,10,50,0007,3,12,32.51225662231445
2303,graph,10,50,0007,4,6,8.906422138214111
2304,graph,10,50,0007,4,7,7.657283306121826
2305,graph,10,50,0007,4,8,8.059483766555786
2306,graph,10,50,0007,4,9,8.458685398101807
2307,graph,10,50,0007,4,10,7.9319353103637695
2308,graph,10,50,0007,4,11,7.527494668960571
2309,graph,10,50,0007,4,12,7.503494501113892
2310,graph,10,50,0008,0,6,24.738971710205078
2311,graph,10,50,0008,0,7,24.736597061157227
2312,graph,10,50,0008,0,8,26.1841037273407
2313,graph,10,50,0008,0,9,20.638898611068726
2314,graph,10,50,0008,0,10,23.980902194976807
2315,graph,10,50,0008,0,11,23.777271270751953
